Iteration,Gamma
11198,1692157
11199,1692156
11200,1692155
11201,1692154
11202,1692152
11203,1692151
11204,1692150
11205,1692149
11206,1692148
11207,1692147
11208,1692145
11209,1692144
11210,1692143
11211,1692142
11212,1692141
11213,1692140
11214,1692138
11215,1692137
11216,1692136
11217,1692135
11218,1692134
11219,1692133
11220,1692131
11221,1692130
11222,1692129
11223,1692128
11224,1692127
11225,1692126
11226,1692124
11227,1692123
11228,1692122
11229,1692121
11230,1692120
11231,1692119
11232,1692118
11233,1692116
11234,1692115
11235,1692114
11236,1692113
11237,1692112
11238,1692111
11239,1692109
11240,1692108
11241,1692107
11242,1692106
11243,1692105
11244,1692104
11245,1692103
11246,1692101
11247,1692100
11248,1692099
11249,1692098
11250,1692097
11251,1692096
11252,1692095
11253,1692093
11254,1692092
11255,1692091
11256,1692090
11257,1692089
11258,1692088
11259,1692087
11260,1692085
11261,1692084
11262,1692083
11263,1692082
11264,1692081
11265,1692080
11266,1692079
11267,1692077
11268,1692076
11269,1692075
11270,1692074
11271,1692073
11272,1692072
11273,1692071
11274,1692069
11275,1692068
11276,1692067
11277,1692066
11278,1692065
11279,1692064
11280,1692063
11281,1692062
11282,1692060
11283,1692059
11284,1692058
11285,1692057
11286,1692056
11287,1692055
11288,1692054
11289,1692052
11290,1692051
11291,1692050
11292,1692049
11293,1692048
11294,1692047
11295,1692046
11296,1692045
11297,1692043
11298,1692042
11299,1692041
11300,1692040
11301,1692039
11302,1692038
11303,1692037
11304,1692035
11305,1692034
11306,1692033
11307,1692032
11308,1692031
11309,1692030
11310,1692029
11311,1692028
11312,1692026
11313,1692025
11314,1692024
11315,1692023
11316,1692022
11317,1692021
11318,1692020
11319,1692019
11320,1692017
11321,1692016
11322,1692015
11323,1692014
11324,1692013
11325,1692012
11326,1692011
11327,1692010
11328,1692009
11329,1692007
11330,1692006
11331,1692005
11332,1692004
11333,1692003
11334,1692002
11335,1692001
11336,1692000
11337,1691999
11338,1691997
11339,1691996
11340,1691995
11341,1691994
11342,1691993
11343,1691992
11344,1691991
11345,1691990
11346,1691988
11347,1691987
11348,1691986
11349,1691985
11350,1691984
11351,1691983
11352,1691982
11353,1691981
11354,1691980
11355,1691978
11356,1691977
11357,1691976
11358,1691975
11359,1691974
11360,1691973
11361,1691972
11362,1691971
11363,1691970
11364,1691969
11365,1691967
11366,1691966
11367,1691965
11368,1691964
11369,1691963
11370,1691962
11371,1691961
11372,1691960
11373,1691959
11374,1691957
11375,1691956
11376,1691955
11377,1691954
11378,1691953
11379,1691952
11380,1691951
11381,1691950
11382,1691949
11383,1691948
11384,1691946
11385,1691945
11386,1691944
11387,1691943
11388,1691942
11389,1691941
11390,1691940
11391,1691939
11392,1691938
11393,1691937
11394,1691936
11395,1691934
11396,1691933
11397,1691932
11398,1691931
11399,1691930
11400,1691929
11401,1691928
11402,1691927
11403,1691926
11404,1691925
11405,1691924
11406,1691922
11407,1691921
11408,1691920
11409,1691919
11410,1691918
11411,1691917
11412,1691916
11413,1691915
11414,1691914
11415,1691913
11416,1691912
11417,1691910
11418,1691909
11419,1691908
11420,1691907
11421,1691906
11422,1691905
11423,1691904
11424,1691903
11425,1691902
11426,1691901
11427,1691900
11428,1691898
11429,1691897
11430,1691896
11431,1691895
11432,1691894
11433,1691893
11434,1691892
11435,1691891
11436,1691890
11437,1691889
11438,1691888
11439,1691887
11440,1691886
11441,1691884
11442,1691883
11443,1691882
11444,1691881
11445,1691880
11446,1691879
11447,1691878
11448,1691877
11449,1691876
11450,1691875
11451,1691874
11452,1691873
11453,1691872
11454,1691870
11455,1691869
11456,1691868
11457,1691867
11458,1691866
11459,1691865
11460,1691864
11461,1691863
11462,1691862
11463,1691861
11464,1691860
11465,1691859
11466,1691858
11467,1691856
11468,1691855
11469,1691854
11470,1691853
11471,1691852
11472,1691851
11473,1691850
11474,1691849
11475,1691848
11476,1691847
11477,1691846
11478,1691845
11479,1691844
11480,1691843
11481,1691842
11482,1691840
11483,1691839
11484,1691838
11485,1691837
11486,1691836
11487,1691835
11488,1691834
11489,1691833
11490,1691832
11491,1691831
11492,1691830
11493,1691829
11494,1691828
11495,1691827
11496,1691826
11497,1691825
11498,1691823
11499,1691822
11500,1691821
11501,1691820
11502,1691819
11503,1691818
11504,1691817
11505,1691816
11506,1691815
11507,1691814
11508,1691813
11509,1691812
11510,1691811
11511,1691810
11512,1691809
11513,1691808
11514,1691807
11515,1691805
11516,1691804
11517,1691803
11518,1691802
11519,1691801
11520,1691800
11521,1691799
11522,1691798
11523,1691797
11524,1691796
11525,1691795
11526,1691794
11527,1691793
11528,1691792
11529,1691791
11530,1691790
11531,1691789
11532,1691788
11533,1691787
11534,1691786
11535,1691784
11536,1691783
11537,1691782
11538,1691781
11539,1691780
11540,1691779
11541,1691778
11542,1691777
11543,1691776
11544,1691775
11545,1691774
11546,1691773
11547,1691772
11548,1691771
11549,1691770
11550,1691769
11551,1691768
11552,1691767
11553,1691766
11554,1691765
11555,1691764
11556,1691763
11557,1691761
11558,1691760
11559,1691759
11560,1691758
11561,1691757
11562,1691756
11563,1691755
11564,1691754
11565,1691753
11566,1691752
11567,1691751
11568,1691750
11569,1691749
11570,1691748
11571,1691747
11572,1691746
11573,1691745
11574,1691744
11575,1691743
11576,1691742
11577,1691741
11578,1691740
11579,1691739
11580,1691738
11581,1691737
11582,1691736
11583,1691735
11584,1691734
11585,1691733
11586,1691731
11587,1691730
11588,1691729
11589,1691728
11590,1691727
11591,1691726
11592,1691725
11593,1691724
11594,1691723
11595,1691722
11596,1691721
11597,1691720
11598,1691719
11599,1691718
11600,1691717
11601,1691716
11602,1691715
11603,1691714
11604,1691713
11605,1691712
11606,1691711
11607,1691710
11608,1691709
11609,1691708
11610,1691707
11611,1691706
11612,1691705
11613,1691704
11614,1691703
11615,1691702
11616,1691701
11617,1691700
11618,1691699
11619,1691698
11620,1691697
11621,1691696
11622,1691695
11623,1691694
11624,1691693
11625,1691692
11626,1691691
11627,1691690
11628,1691689
11629,1691688
11630,1691687
11631,1691686
11632,1691684
11633,1691683
11634,1691682
11635,1691681
11636,1691680
11637,1691679
11638,1691678
11639,1691677
11640,1691676
11641,1691675
11642,1691674
11643,1691673
11644,1691672
11645,1691671
11646,1691670
11647,1691669
11648,1691668
11649,1691667
11650,1691666
11651,1691665
11652,1691664
11653,1691663
11654,1691662
11655,1691661
11656,1691660
11657,1691659
11658,1691658
11659,1691657
11660,1691656
11661,1691655
11662,1691654
11663,1691653
11664,1691652
11665,1691651
11666,1691650
11667,1691649
11668,1691648
11669,1691647
11670,1691646
11671,1691645
11672,1691644
11673,1691643
11674,1691642
11675,1691641
11676,1691640
11677,1691639
11678,1691638
11679,1691637
11680,1691636
11681,1691635
11682,1691634
11683,1691633
11684,1691632
11685,1691631
11686,1691630
11687,1691629
11688,1691628
11689,1691627
11690,1691626
11691,1691625
11692,1691624
11693,1691623
11694,1691622
11695,1691621
11696,1691620
11697,1691619
11698,1691618
11699,1691617
11700,1691616
11701,1691615
11702,1691614
11703,1691613
11704,1691612
11705,1691611
11706,1691610
11707,1691609
11708,1691608
11709,1691607
11710,1691606
11711,1691605
11712,1691604
11713,1691603
11714,1691602
11715,1691601
11716,1691600
11717,1691599
11718,1691598
11719,1691597
11720,1691596
11721,1691595
11722,1691595
11723,1691594
11724,1691593
11725,1691592
11726,1691591
11727,1691590
11728,1691589
11729,1691588
11730,1691587
11731,1691586
11732,1691585
11733,1691584
11734,1691583
11735,1691582
11736,1691581
11737,1691580
11738,1691579
11739,1691578
11740,1691577
11741,1691576
11742,1691575
11743,1691574
11744,1691573
11745,1691572
11746,1691571
11747,1691570
11748,1691569
11749,1691568
11750,1691567
11751,1691566
11752,1691565
11753,1691564
11754,1691563
11755,1691562
11756,1691561
11757,1691560
11758,1691559
11759,1691558
11760,1691557
11761,1691556
11762,1691555
11763,1691554
11764,1691553
11765,1691552
11766,1691551
11767,1691550
11768,1691549
11769,1691548
11770,1691548
11771,1691547
11772,1691546
11773,1691545
11774,1691544
11775,1691543
11776,1691542
11777,1691541
11778,1691540
11779,1691539
11780,1691538
11781,1691537
11782,1691536
11783,1691535
11784,1691534
11785,1691533
11786,1691532
11787,1691531
11788,1691530
11789,1691529
11790,1691528
11791,1691527
11792,1691526
11793,1691525
11794,1691524
11795,1691523
11796,1691522
11797,1691521
11798,1691520
11799,1691519
11800,1691519
11801,1691518
11802,1691517
11803,1691516
11804,1691515
11805,1691514
11806,1691513
11807,1691512
11808,1691511
11809,1691510
11810,1691509
11811,1691508
11812,1691507
11813,1691506
11814,1691505
11815,1691504
11816,1691503
11817,1691502
11818,1691501
11819,1691500
11820,1691499
11821,1691498
11822,1691497
11823,1691497
11824,1691496
11825,1691495
11826,1691494
11827,1691493
11828,1691492
11829,1691491
11830,1691490
11831,1691489
11832,1691488
11833,1691487
11834,1691486
11835,1691485
11836,1691484
11837,1691483
11838,1691482
11839,1691481
11840,1691480
11841,1691479
11842,1691478
11843,1691477
11844,1691477
11845,1691476
11846,1691475
11847,1691474
11848,1691473
11849,1691472
11850,1691471
11851,1691470
11852,1691469
11853,1691468
11854,1691467
11855,1691466
11856,1691465
11857,1691464
11858,1691463
11859,1691462
11860,1691461
11861,1691460
11862,1691460
11863,1691459
11864,1691458
11865,1691457
11866,1691456
11867,1691455
11868,1691454
11869,1691453
11870,1691452
11871,1691451
11872,1691450
11873,1691449
11874,1691448
11875,1691447
11876,1691446
11877,1691445
11878,1691444
11879,1691444
11880,1691443
11881,1691442
11882,1691441
11883,1691440
11884,1691439
11885,1691438
11886,1691437
11887,1691436
11888,1691435
11889,1691434
11890,1691433
11891,1691432
11892,1691431
11893,1691430
11894,1691430
11895,1691429
11896,1691428
11897,1691427
11898,1691426
11899,1691425
11900,1691424
11901,1691423
11902,1691422
11903,1691421
11904,1691420
11905,1691419
11906,1691418
11907,1691417
11908,1691416
11909,1691416
11910,1691415
11911,1691414
11912,1691413
11913,1691412
11914,1691411
11915,1691410
11916,1691409
11917,1691408
11918,1691407
11919,1691406
11920,1691405
11921,1691404
11922,1691404
11923,1691403
11924,1691402
11925,1691401
11926,1691400
11927,1691399
11928,1691398
11929,1691397
11930,1691396
11931,1691395
11932,1691394
11933,1691393
11934,1691392
11935,1691392
11936,1691391
11937,1691390
11938,1691389
11939,1691388
11940,1691387
11941,1691386
11942,1691385
11943,1691384
11944,1691383
11945,1691382
11946,1691381
11947,1691381
11948,1691380
11949,1691379
11950,1691378
11951,1691377
11952,1691376
11953,1691375
11954,1691374
11955,1691373
11956,1691372
11957,1691371
11958,1691370
11959,1691370
11960,1691369
11961,1691368
11962,1691367
11963,1691366
11964,1691365
11965,1691364
11966,1691363
11967,1691362
11968,1691361
11969,1691360
11970,1691360
11971,1691359
11972,1691358
11973,1691357
11974,1691356
11975,1691355
11976,1691354
11977,1691353
11978,1691352
11979,1691351
11980,1691350
11981,1691350
11982,1691349
11983,1691348
11984,1691347
11985,1691346
11986,1691345
11987,1691344
11988,1691343
11989,1691342
11990,1691341
11991,1691341
11992,1691340
11993,1691339
11994,1691338
11995,1691337
11996,1691336
11997,1691335
11998,1691334
11999,1691333
12000,1691332
12001,1691332
12002,1691331
12003,1691330
12004,1691329
12005,1691328
12006,1691327
12007,1691326
12008,1691325
12009,1691324
12010,1691323
12011,1691323
12012,1691322
12013,1691321
12014,1691320
12015,1691319
12016,1691318
12017,1691317
12018,1691316
12019,1691315
12020,1691315
12021,1691314
12022,1691313
12023,1691312
12024,1691311
12025,1691310
12026,1691309
12027,1691308
12028,1691307
12029,1691307
12030,1691306
12031,1691305
12032,1691304
12033,1691303
12034,1691302
12035,1691301
12036,1691300
12037,1691299
12038,1691299
12039,1691298
12040,1691297
12041,1691296
12042,1691295
12043,1691294
12044,1691293
12045,1691292
12046,1691291
12047,1691291
12048,1691290
12049,1691289
12050,1691288
12051,1691287
12052,1691286
12053,1691285
12054,1691284
12055,1691284
12056,1691283
12057,1691282
12058,1691281
12059,1691280
12060,1691279
12061,1691278
12062,1691277
12063,1691276
12064,1691276
12065,1691275
12066,1691274
12067,1691273
12068,1691272
12069,1691271
12070,1691270
12071,1691269
12072,1691269
12073,1691268
12074,1691267
12075,1691266
12076,1691265
12077,1691264
12078,1691263
12079,1691262
12080,1691262
12081,1691261
12082,1691260
12083,1691259
12084,1691258
12085,1691257
12086,1691256
12087,1691255
12088,1691255
12089,1691254
12090,1691253
12091,1691252
12092,1691251
12093,1691250
12094,1691249
12095,1691249
12096,1691248
12097,1691247
12098,1691246
12099,1691245
12100,1691244
12101,1691243
12102,1691242
12103,1691242
12104,1691241
12105,1691240
12106,1691239
12107,1691238
12108,1691237
12109,1691236
12110,1691236
12111,1691235
12112,1691234
12113,1691233
12114,1691232
12115,1691231
12116,1691230
12117,1691229
12118,1691229
12119,1691228
12120,1691227
12121,1691226
12122,1691225
12123,1691224
12124,1691223
12125,1691223
12126,1691222
12127,1691221
12128,1691220
12129,1691219
12130,1691218
12131,1691217
12132,1691217
12133,1691216
12134,1691215
12135,1691214
12136,1691213
12137,1691212
12138,1691211
12139,1691211
12140,1691210
12141,1691209
12142,1691208
12143,1691207
12144,1691206
12145,1691205
12146,1691205
12147,1691204
12148,1691203
12149,1691202
12150,1691201
12151,1691200
12152,1691199
12153,1691199
12154,1691198
12155,1691197
12156,1691196
12157,1691195
12158,1691194
12159,1691193
12160,1691193
12161,1691192
12162,1691191
12163,1691190
12164,1691189
12165,1691188
12166,1691188
12167,1691187
12168,1691186
12169,1691185
12170,1691184
12171,1691183
12172,1691182
12173,1691182
12174,1691181
12175,1691180
12176,1691179
12177,1691178
12178,1691177
12179,1691177
12180,1691176
12181,1691175
12182,1691174
12183,1691173
12184,1691172
12185,1691171
12186,1691171
12187,1691170
12188,1691169
12189,1691168
12190,1691167
12191,1691166
12192,1691166
12193,1691165
12194,1691164
12195,1691163
12196,1691162
12197,1691161
12198,1691161
12199,1691160
12200,1691159
12201,1691158
12202,1691157
12203,1691156
12204,1691156
12205,1691155
12206,1691154
12207,1691153
12208,1691152
12209,1691151
12210,1691150
12211,1691150
12212,1691149
12213,1691148
12214,1691147
12215,1691146
12216,1691145
12217,1691145
12218,1691144
12219,1691143
12220,1691142
12221,1691141
12222,1691140
12223,1691140
12224,1691139
12225,1691138
12226,1691137
12227,1691136
12228,1691135
12229,1691135
12230,1691134
12231,1691133
12232,1691132
12233,1691131
12234,1691130
12235,1691130
12236,1691129
12237,1691128
12238,1691127
12239,1691126
12240,1691125
12241,1691125
12242,1691124
12243,1691123
12244,1691122
12245,1691121
12246,1691121
12247,1691120
12248,1691119
12249,1691118
12250,1691117
12251,1691116
12252,1691116
12253,1691115
12254,1691114
12255,1691113
12256,1691112
12257,1691111
12258,1691111
12259,1691110
12260,1691109
12261,1691108
12262,1691107
12263,1691107
12264,1691106
12265,1691105
12266,1691104
12267,1691103
12268,1691102
12269,1691102
12270,1691101
12271,1691100
12272,1691099
12273,1691098
12274,1691097
12275,1691097
12276,1691096
12277,1691095
12278,1691094
12279,1691093
12280,1691093
12281,1691092
12282,1691091
12283,1691090
12284,1691089
12285,1691088
12286,1691088
12287,1691087
12288,1691086
12289,1691085
12290,1691084
12291,1691084
12292,1691083
12293,1691082
12294,1691081
12295,1691080
12296,1691080
12297,1691079
12298,1691078
12299,1691077
12300,1691076
12301,1691075
12302,1691075
12303,1691074
12304,1691073
12305,1691072
12306,1691071
12307,1691071
12308,1691070
12309,1691069
12310,1691068
12311,1691067
12312,1691067
12313,1691066
12314,1691065
12315,1691064
12316,1691063
12317,1691062
12318,1691062
12319,1691061
12320,1691060
12321,1691059
12322,1691058
12323,1691058
12324,1691057
12325,1691056
12326,1691055
12327,1691054
12328,1691054
12329,1691053
12330,1691052
12331,1691051
12332,1691050
12333,1691050
12334,1691049
12335,1691048
12336,1691047
12337,1691046
12338,1691046
12339,1691045
12340,1691044
12341,1691043
12342,1691042
12343,1691042
12344,1691041
12345,1691040
12346,1691039
12347,1691038
12348,1691038
12349,1691037
12350,1691036
12351,1691035
12352,1691034
12353,1691034
12354,1691033
12355,1691032
12356,1691031
12357,1691030
12358,1691030
12359,1691029
12360,1691028
12361,1691027
12362,1691026
12363,1691026
12364,1691025
12365,1691024
12366,1691023
12367,1691022
12368,1691022
12369,1691021
12370,1691020
12371,1691019
12372,1691018
12373,1691018
12374,1691017
12375,1691016
12376,1691015
12377,1691014
12378,1691014
12379,1691013
12380,1691012
12381,1691011
12382,1691011
12383,1691010
12384,1691009
12385,1691008
12386,1691007
12387,1691007
12388,1691006
12389,1691005
12390,1691004
12391,1691003
12392,1691003
12393,1691002
12394,1691001
12395,1691000
12396,1691000
12397,1690999
12398,1690998
12399,1690997
12400,1690996
12401,1690996
12402,1690995
12403,1690994
12404,1690993
12405,1690992
12406,1690992
12407,1690991
12408,1690990
12409,1690989
12410,1690989
12411,1690988
12412,1690987
12413,1690986
12414,1690985
12415,1690985
12416,1690984
12417,1690983
12418,1690982
12419,1690981
12420,1690981
12421,1690980
12422,1690979
12423,1690978
12424,1690978
12425,1690977
12426,1690976
12427,1690975
12428,1690974
12429,1690974
12430,1690973
12431,1690972
12432,1690971
12433,1690971
12434,1690970
12435,1690969
12436,1690968
12437,1690967
12438,1690967
12439,1690966
12440,1690965
12441,1690964
12442,1690964
12443,1690963
12444,1690962
12445,1690961
12446,1690960
12447,1690960
12448,1690959
12449,1690958
12450,1690957
12451,1690957
12452,1690956
12453,1690955
12454,1690954
12455,1690954
12456,1690953
12457,1690952
12458,1690951
12459,1690950
12460,1690950
12461,1690949
12462,1690948
12463,1690947
12464,1690947
12465,1690946
12466,1690945
12467,1690944
12468,1690943
12469,1690943
12470,1690942
12471,1690941
12472,1690940
12473,1690940
12474,1690939
12475,1690938
12476,1690937
12477,1690937
12478,1690936
12479,1690935
12480,1690934
12481,1690934
12482,1690933
12483,1690932
12484,1690931
12485,1690930
12486,1690930
12487,1690929
12488,1690928
12489,1690927
12490,1690927
12491,1690926
12492,1690925
12493,1690924
12494,1690924
12495,1690923
12496,1690922
12497,1690921
12498,1690921
12499,1690920
12500,1690919
12501,1690918
12502,1690918
12503,1690917
12504,1690916
12505,1690915
12506,1690915
12507,1690914
12508,1690913
12509,1690912
12510,1690912
12511,1690911
12512,1690910
12513,1690909
12514,1690908
12515,1690908
12516,1690907
12517,1690906
12518,1690905
12519,1690905
12520,1690904
12521,1690903
12522,1690902
12523,1690902
12524,1690901
12525,1690900
12526,1690899
12527,1690899
12528,1690898
12529,1690897
12530,1690896
12531,1690896
12532,1690895
12533,1690894
12534,1690893
12535,1690893
12536,1690892
12537,1690891
12538,1690890
12539,1690890
12540,1690889
12541,1690888
12542,1690887
12543,1690887
12544,1690886
12545,1690885
12546,1690884
12547,1690884
12548,1690883
12549,1690882
12550,1690881
12551,1690881
12552,1690880
12553,1690879
12554,1690878
12555,1690878
12556,1690877
12557,1690876
12558,1690876
12559,1690875
12560,1690874
12561,1690873
12562,1690873
12563,1690872
12564,1690871
12565,1690870
12566,1690870
12567,1690869
12568,1690868
12569,1690867
12570,1690867
12571,1690866
12572,1690865
12573,1690864
12574,1690864
12575,1690863
12576,1690862
12577,1690861
12578,1690861
12579,1690860
12580,1690859
12581,1690858
12582,1690858
12583,1690857
12584,1690856
12585,1690856
12586,1690855
12587,1690854
12588,1690853
12589,1690853
12590,1690852
12591,1690851
12592,1690850
12593,1690850
12594,1690849
12595,1690848
12596,1690847
12597,1690847
12598,1690846
12599,1690845
12600,1690844
12601,1690844
12602,1690843
12603,1690842
12604,1690842
12605,1690841
12606,1690840
12607,1690839
12608,1690839
12609,1690838
12610,1690837
12611,1690836
12612,1690836
12613,1690835
12614,1690834
12615,1690834
12616,1690833
12617,1690832
12618,1690831
12619,1690831
12620,1690830
12621,1690829
12622,1690828
12623,1690828
12624,1690827
12625,1690826
12626,1690825
12627,1690825
12628,1690824
12629,1690823
12630,1690823
12631,1690822
12632,1690821
12633,1690820
12634,1690820
12635,1690819
12636,1690818
12637,1690817
12638,1690817
12639,1690816
12640,1690815
12641,1690815
12642,1690814
12643,1690813
12644,1690812
12645,1690812
12646,1690811
12647,1690810
12648,1690810
12649,1690809
12650,1690808
12651,1690807
12652,1690807
12653,1690806
12654,1690805
12655,1690804
12656,1690804
12657,1690803
12658,1690802
12659,1690802
12660,1690801
12661,1690800
12662,1690799
12663,1690799
12664,1690798
12665,1690797
12666,1690797
12667,1690796
12668,1690795
12669,1690794
12670,1690794
12671,1690793
12672,1690792
12673,1690792
12674,1690791
12675,1690790
12676,1690789
12677,1690789
12678,1690788
12679,1690787
12680,1690787
12681,1690786
12682,1690785
12683,1690784
12684,1690784
12685,1690783
12686,1690782
12687,1690782
12688,1690781
12689,1690780
12690,1690779
12691,1690779
12692,1690778
12693,1690777
12694,1690777
12695,1690776
12696,1690775
12697,1690774
12698,1690774
12699,1690773
12700,1690772
12701,1690772
12702,1690771
12703,1690770
12704,1690769
12705,1690769
12706,1690768
12707,1690767
12708,1690767
12709,1690766
12710,1690765
12711,1690764
12712,1690764
12713,1690763
12714,1690762
12715,1690762
12716,1690761
12717,1690760
12718,1690759
12719,1690759
12720,1690758
12721,1690757
12722,1690757
12723,1690756
12724,1690755
12725,1690755
12726,1690754
12727,1690753
12728,1690752
12729,1690752
12730,1690751
12731,1690750
12732,1690750
12733,1690749
12734,1690748
12735,1690748
12736,1690747
12737,1690746
12738,1690745
12739,1690745
12740,1690744
12741,1690743
12742,1690743
12743,1690742
12744,1690741
12745,1690741
12746,1690740
12747,1690739
12748,1690738
12749,1690738
12750,1690737
12751,1690736
12752,1690736
12753,1690735
12754,1690734
12755,1690734
12756,1690733
12757,1690732
12758,1690731
12759,1690731
12760,1690730
12761,1690729
12762,1690729
12763,1690728
12764,1690727
12765,1690727
12766,1690726
12767,1690725
12768,1690724
12769,1690724
12770,1690723
12771,1690722
12772,1690722
12773,1690721
12774,1690720
12775,1690720
12776,1690719
12777,1690718
12778,1690718
12779,1690717
12780,1690716
12781,1690715
12782,1690715
12783,1690714
12784,1690713
12785,1690713
12786,1690712
12787,1690711
12788,1690711
12789,1690710
12790,1690709
12791,1690709
12792,1690708
12793,1690707
12794,1690706
12795,1690706
12796,1690705
12797,1690704
12798,1690704
12799,1690703
12800,1690702
12801,1690702
12802,1690701
12803,1690700
12804,1690700
12805,1690699
12806,1690698
12807,1690698
12808,1690697
12809,1690696
12810,1690696
12811,1690695
12812,1690694
12813,1690693
12814,1690693
12815,1690692
12816,1690691
12817,1690691
12818,1690690
12819,1690689
12820,1690689
12821,1690688
12822,1690687
12823,1690687
12824,1690686
12825,1690685
12826,1690685
12827,1690684
12828,1690683
12829,1690683
12830,1690682
12831,1690681
12832,1690680
12833,1690680
12834,1690679
12835,1690678
12836,1690678
12837,1690677
12838,1690676
12839,1690676
12840,1690675
12841,1690674
12842,1690674
12843,1690673
12844,1690672
12845,1690672
12846,1690671
12847,1690670
12848,1690670
12849,1690669
12850,1690668
12851,1690668
12852,1690667
12853,1690666
12854,1690666
12855,1690665
12856,1690664
12857,1690664
12858,1690663
12859,1690662
12860,1690662
12861,1690661
12862,1690660
12863,1690659
12864,1690659
12865,1690658
12866,1690657
12867,1690657
12868,1690656
12869,1690655
12870,1690655
12871,1690654
12872,1690653
12873,1690653
12874,1690652
12875,1690651
12876,1690651
12877,1690650
12878,1690649
12879,1690649
12880,1690648
12881,1690647
12882,1690647
12883,1690646
12884,1690645
12885,1690645
12886,1690644
12887,1690643
12888,1690643
12889,1690642
12890,1690641
12891,1690641
12892,1690640
12893,1690639
12894,1690639
12895,1690638
12896,1690637
12897,1690637
12898,1690636
12899,1690635
12900,1690635
12901,1690634
12902,1690633
12903,1690633
12904,1690632
12905,1690631
12906,1690631
12907,1690630
12908,1690629
12909,1690629
12910,1690628
12911,1690627
12912,1690627
12913,1690626
12914,1690625
12915,1690625
12916,1690624
12917,1690623
12918,1690623
12919,1690622
12920,1690621
12921,1690621
12922,1690620
12923,1690619
12924,1690619
12925,1690618
12926,1690617
12927,1690617
12928,1690616
12929,1690615
12930,1690615
12931,1690614
12932,1690613
12933,1690613
12934,1690612
12935,1690612
12936,1690611
12937,1690610
12938,1690610
12939,1690609
12940,1690608
12941,1690608
12942,1690607
12943,1690606
12944,1690606
12945,1690605
12946,1690604
12947,1690604
12948,1690603
12949,1690602
12950,1690602
12951,1690601
12952,1690600
12953,1690600
12954,1690599
12955,1690598
12956,1690598
12957,1690597
12958,1690596
12959,1690596
12960,1690595
12961,1690594
12962,1690594
12963,1690593
12964,1690592
12965,1690592
12966,1690591
12967,1690591
12968,1690590
12969,1690589
12970,1690589
12971,1690588
12972,1690587
12973,1690587
12974,1690586
12975,1690585
12976,1690585
12977,1690584
12978,1690583
12979,1690583
12980,1690582
12981,1690581
12982,1690581
12983,1690580
12984,1690579
12985,1690579
12986,1690578
12987,1690577
12988,1690577
12989,1690576
12990,1690576
12991,1690575
12992,1690574
12993,1690574
12994,1690573
12995,1690572
12996,1690572
12997,1690571
12998,1690570
12999,1690570
13000,1690569
13001,1690568
13002,1690568
13003,1690567
13004,1690567
13005,1690566
13006,1690565
13007,1690565
13008,1690564
13009,1690563
13010,1690563
13011,1690562
13012,1690561
13013,1690561
13014,1690560
13015,1690559
13016,1690559
13017,1690558
13018,1690557
13019,1690557
13020,1690556
13021,1690556
13022,1690555
13023,1690554
13024,1690554
13025,1690553
13026,1690552
13027,1690552
13028,1690551
13029,1690550
13030,1690550
13031,1690549
13032,1690549
13033,1690548
13034,1690547
13035,1690547
13036,1690546
13037,1690545
13038,1690545
13039,1690544
13040,1690543
13041,1690543
13042,1690542
13043,1690542
13044,1690541
13045,1690540
13046,1690540
13047,1690539
13048,1690538
13049,1690538
13050,1690537
13051,1690536
13052,1690536
13053,1690535
13054,1690535
13055,1690534
13056,1690533
13057,1690533
13058,1690532
13059,1690531
13060,1690531
13061,1690530
13062,1690529
13063,1690529
13064,1690528
13065,1690528
13066,1690527
13067,1690526
13068,1690526
13069,1690525
13070,1690524
13071,1690524
13072,1690523
13073,1690522
13074,1690522
13075,1690521
13076,1690521
13077,1690520
13078,1690519
13079,1690519
13080,1690518
13081,1690517
13082,1690517
13083,1690516
13084,1690516
13085,1690515
13086,1690514
13087,1690514
13088,1690513
13089,1690512
13090,1690512
13091,1690511
13092,1690511
13093,1690510
13094,1690509
13095,1690509
13096,1690508
13097,1690507
13098,1690507
13099,1690506
13100,1690506
13101,1690505
13102,1690504
13103,1690504
13104,1690503
13105,1690502
13106,1690502
13107,1690501
13108,1690501
13109,1690500
13110,1690499
13111,1690499
13112,1690498
13113,1690497
13114,1690497
13115,1690496
13116,1690496
13117,1690495
13118,1690494
13119,1690494
13120,1690493
13121,1690492
13122,1690492
13123,1690491
13124,1690491
13125,1690490
13126,1690489
13127,1690489
13128,1690488
13129,1690488
13130,1690487
13131,1690486
13132,1690486
13133,1690485
13134,1690484
13135,1690484
13136,1690483
13137,1690483
13138,1690482
13139,1690481
13140,1690481
13141,1690480
13142,1690480
13143,1690479
13144,1690478
13145,1690478
13146,1690477
13147,1690476
13148,1690476
13149,1690475
13150,1690475
13151,1690474
13152,1690473
13153,1690473
13154,1690472
13155,1690472
13156,1690471
13157,1690470
13158,1690470
13159,1690469
13160,1690468
13161,1690468
13162,1690467
13163,1690467
13164,1690466
13165,1690465
13166,1690465
13167,1690464
13168,1690464
13169,1690463
13170,1690462
13171,1690462
13172,1690461
13173,1690461
13174,1690460
13175,1690459
13176,1690459
13177,1690458
13178,1690458
13179,1690457
13180,1690456
13181,1690456
13182,1690455
13183,1690454
13184,1690454
13185,1690453
13186,1690453
13187,1690452
13188,1690451
13189,1690451
13190,1690450
13191,1690450
13192,1690449
13193,1690448
13194,1690448
13195,1690447
